ma_khach_hang,ngay_mua_gan_nhat,tan_suat_mua,tong_chi_tieu,gia_tri_don_hang_tb,ngay_mua_dau_tien,tong_so_luong_mua,so_danh_muc_da_mua,danh_muc_yeu_thich,so_ngay_tu_lan_mua_cuoi,tuoi_tho_khach_hang,diem_R,diem_F,diem_M,diem_RFM_ma_hoa,diem_RFM_tong,phan_khuc_rfm,ngay_snapshot
CUS0044025,2023-08-27,5,2731000,546200,2023-02-12,12,2,Serum,856,196,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0044026,2022-06-01,3,1053000,351000,2022-03-07,5,3,Serum,1308,86,1,3,3,133,7,At Risk,2025-12-31
CUS0044027,2023-01-11,4,371000,92750,2022-06-12,5,3,Cleanser,1084,213,1,4,2,142,7,At Risk,2025-12-31
CUS0044028,2022-11-05,2,1502000,751000,2022-10-26,6,2,Serum,1151,10,1,3,4,134,8,At Risk,2025-12-31
CUS0044029,2023-09-17,2,535000,267500,2023-08-17,7,2,Toner,835,31,2,3,2,232,7,At Risk,2025-12-31
CUS0044030,2024-09-14,2,1268000,634000,2024-07-18,8,2,Cleanser,472,58,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0044031,2024-11-02,3,1257000,419000,2024-02-18,4,2,Serum,423,258,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0044032,2025-01-18,4,763000,190750,2024-03-21,5,3,Serum,346,303,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0044033,2025-12-30,4,2896000,724000,2025-11-11,10,3,Toner,0,49,5,4,5,545,14,Champions,2025-12-31
CUS0044034,2025-12-30,53,15827000,298623,2024-07-07,95,5,Serum,0,541,5,5,5,555,15,Champions,2025-12-31
CUS0044035,2023-07-14,2,868000,434000,2023-04-24,6,2,Sunscreen,900,81,2,3,3,233,8,At Risk,2025-12-31
CUS0044036,2024-02-26,1,267000,267000,2024-02-26,2,1,Serum,674,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0044037,2025-11-14,2,365000,182500,2025-07-16,3,2,Toner,46,121,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0044038,2022-09-19,2,388000,194000,2022-08-25,3,1,Serum,1198,25,1,3,2,132,6,At Risk,2025-12-31
CUS0044039,2022-06-15,2,347000,173500,2022-06-15,2,1,Moisturizer,1294,0,1,3,2,132,6,At Risk,2025-12-31
CUS0044040,2023-08-25,2,328000,164000,2023-06-05,2,2,Serum,858,81,2,3,1,231,6,At Risk,2025-12-31
CUS0044041,2025-08-20,4,1199000,299750,2024-11-15,6,3,Toner,132,278,4,4,4,444,12,Champions,2025-12-31
CUS0044042,2022-12-02,10,1860000,186000,2022-03-24,17,5,Sunscreen,1124,253,1,5,4,154,10,Cant Lose Them,2025-12-31
CUS0044043,2023-06-09,9,3451000,383444,2022-06-24,18,4,Sunscreen,935,350,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0044044,2025-12-09,8,2547000,318375,2025-03-23,15,4,Serum,21,261,5,5,4,554,14,Champions,2025-12-31
CUS0044045,2024-11-16,4,478000,119500,2024-07-07,4,3,Sunscreen,409,132,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0044046,2025-06-10,22,7809000,354955,2023-10-15,38,5,Serum,203,604,4,5,5,455,14,Champions,2025-12-31
CUS0044047,2024-07-27,2,604000,302000,2024-04-27,3,1,Cleanser,521,91,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0044048,2022-05-04,1,128000,128000,2022-05-04,1,1,Cleanser,1337,0,1,1,1,111,3,Lost,2025-12-31
CUS0044050,2023-04-05,1,86000,86000,2023-04-05,1,1,Toner,1001,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044051,2025-10-10,24,13883000,578458,2023-03-02,36,5,Serum,81,953,5,5,5,555,15,Champions,2025-12-31
CUS0044052,2025-03-23,4,1036000,259000,2024-06-15,7,3,Cleanser,282,281,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0044053,2025-10-05,1,187000,187000,2025-10-05,1,1,Cleanser,87,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0044054,2022-11-29,2,177000,88500,2022-05-28,2,1,Toner,1127,185,1,3,1,131,5,At Risk,2025-12-31
CUS0044055,2023-10-29,4,1156000,289000,2023-06-24,5,4,Serum,793,127,2,4,3,243,9,At Risk,2025-12-31
CUS0044056,2025-01-18,3,800000,266667,2024-06-01,6,2,Serum,346,231,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0044057,2023-11-12,9,3126000,347333,2022-12-25,13,4,Serum,779,322,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0044058,2023-08-01,1,168000,168000,2023-08-01,2,1,Toner,883,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044059,2022-06-13,2,692000,346000,2022-01-21,4,2,Serum,1296,143,1,3,3,133,7,At Risk,2025-12-31
CUS0044060,2023-08-15,2,1455000,727500,2023-08-11,5,1,Serum,868,4,2,3,4,234,9,At Risk,2025-12-31
CUS0044061,2024-08-03,3,763000,254333,2024-02-03,4,2,Serum,514,182,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044062,2025-08-09,11,4067000,369727,2023-10-06,18,5,Cleanser,143,673,4,5,5,455,14,Champions,2025-12-31
CUS0044063,2023-09-02,3,1210000,403333,2023-05-02,5,3,Sunscreen,850,123,2,3,4,234,9,At Risk,2025-12-31
CUS0044064,2025-12-29,18,3544000,196889,2024-11-01,27,5,Moisturizer,1,423,5,5,5,555,15,Champions,2025-12-31
CUS0044065,2024-02-18,2,337000,168500,2023-11-27,2,2,Sunscreen,681,83,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0044066,2023-07-26,3,1100000,366667,2023-05-08,4,3,Cleanser,888,79,2,3,3,233,8,At Risk,2025-12-31
CUS0044067,2025-12-06,12,2571000,214250,2024-08-27,15,5,Serum,24,466,5,5,5,555,15,Champions,2025-12-31
CUS0044068,2025-07-21,12,2968000,247333,2023-06-27,17,4,Sunscreen,162,755,4,5,5,455,14,Champions,2025-12-31
CUS0044069,2025-10-24,12,5366000,447167,2022-05-08,21,5,Serum,67,1265,5,5,5,555,15,Champions,2025-12-31
CUS0044070,2023-09-07,2,456000,228000,2023-03-07,4,1,Toner,845,184,2,3,2,232,7,At Risk,2025-12-31
CUS0044071,2025-12-08,11,2967000,269727,2025-06-07,18,4,Serum,22,184,5,5,5,555,15,Champions,2025-12-31
CUS0044072,2023-06-14,2,1405000,702500,2023-06-07,3,2,Serum,930,7,2,3,4,234,9,At Risk,2025-12-31
CUS0044073,2025-05-07,12,3896000,324667,2022-07-04,27,4,Serum,237,1038,4,5,5,455,14,Champions,2025-12-31
CUS0044074,2023-05-22,2,385000,192500,2023-02-02,4,2,Toner,953,109,2,3,2,232,7,At Risk,2025-12-31
CUS0044075,2022-11-25,1,248000,248000,2022-11-25,2,1,Sunscreen,1132,0,1,1,1,111,3,Lost,2025-12-31
CUS0044076,2025-04-16,4,1107000,276750,2024-12-02,8,4,Cleanser,258,135,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0044077,2024-08-16,9,2930000,325556,2022-05-03,14,4,Serum,501,836,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0044078,2022-12-29,2,435000,217500,2022-11-16,4,1,Sunscreen,1097,43,1,3,2,132,6,At Risk,2025-12-31
CUS0044079,2024-09-25,2,1053000,526500,2024-09-09,4,2,Sunscreen,461,16,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044080,2022-11-11,2,142000,71000,2022-10-25,2,1,Sunscreen,1145,17,1,3,1,131,5,At Risk,2025-12-31
CUS0044081,2023-03-10,5,1730000,346000,2023-01-09,9,4,Serum,1026,60,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0044083,2025-10-17,5,1636000,327200,2025-03-11,7,3,Serum,74,220,5,4,4,544,13,Champions,2025-12-31
CUS0044084,2023-04-04,3,534000,178000,2022-10-12,4,3,Serum,1001,174,2,3,2,232,7,At Risk,2025-12-31
CUS0044085,2025-12-30,24,6272000,261333,2025-12-27,43,5,Serum,0,3,5,5,5,555,15,Champions,2025-12-31
CUS0044086,2025-10-17,10,6121000,612100,2023-09-17,22,5,Moisturizer,74,761,5,5,5,555,15,Champions,2025-12-31
CUS0044087,2023-12-21,1,522000,522000,2023-12-21,2,1,Serum,741,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0044088,2023-02-02,2,203000,101500,2022-11-13,2,2,Cleanser,1062,81,1,3,1,131,5,At Risk,2025-12-31
CUS0044089,2023-01-25,2,610000,305000,2022-11-19,2,2,Sunscreen,1070,67,1,3,2,132,6,At Risk,2025-12-31
CUS0044090,2024-11-17,4,1418000,354500,2023-10-26,7,2,Serum,408,388,4,4,4,444,12,Champions,2025-12-31
CUS0044091,2025-12-25,22,9265000,421136,2024-11-03,31,4,Serum,5,417,5,5,5,555,15,Champions,2025-12-31
CUS0044092,2023-07-21,2,546000,273000,2023-05-10,4,2,Sunscreen,893,72,2,3,2,232,7,At Risk,2025-12-31
CUS0044093,2025-12-05,12,5572000,464333,2023-09-26,22,4,Serum,25,801,5,5,5,555,15,Champions,2025-12-31
CUS0044094,2025-12-25,10,2382000,238200,2024-12-12,14,4,Cleanser,5,378,5,5,4,554,14,Champions,2025-12-31
CUS0044095,2022-10-26,2,656000,328000,2022-09-12,3,2,Serum,1161,44,1,3,3,133,7,At Risk,2025-12-31
CUS0044096,2025-12-29,4,771000,192750,2025-11-24,5,4,Moisturizer,1,35,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0044097,2025-04-22,21,4547000,216524,2023-04-20,34,5,Sunscreen,252,733,4,5,5,455,14,Champions,2025-12-31
CUS0044098,2024-03-15,2,732000,366000,2024-01-26,4,2,Toner,655,49,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044099,2025-05-09,9,2209000,245444,2023-12-24,12,5,Sunscreen,235,502,4,5,4,454,13,Champions,2025-12-31
CUS0044100,2025-06-15,4,1271000,317750,2024-09-05,4,2,Toner,198,283,4,4,4,444,12,Champions,2025-12-31
CUS0044101,2022-06-27,2,451000,225500,2022-06-18,4,2,Toner,1282,9,1,3,2,132,6,At Risk,2025-12-31
CUS0044102,2025-12-15,12,2035000,169583,2024-12-26,19,5,Serum,15,354,5,5,4,554,14,Champions,2025-12-31
CUS0044103,2025-06-01,5,1428000,285600,2025-05-15,9,4,Sunscreen,212,17,4,4,4,444,12,Champions,2025-12-31
CUS0044104,2025-10-13,9,8599000,955444,2023-11-24,17,4,Moisturizer,78,689,5,5,5,555,15,Champions,2025-12-31
CUS0044105,2024-02-21,4,1755000,438750,2023-11-20,5,3,Serum,678,93,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0044109,2025-12-04,10,3319000,331900,2024-10-07,11,4,Serum,26,423,5,5,5,555,15,Champions,2025-12-31
CUS0044110,2022-05-09,4,1570000,392500,2022-01-21,9,4,Moisturizer,1331,108,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0044111,2025-11-21,20,5797000,289850,2024-12-14,28,5,Cleanser,39,342,5,5,5,555,15,Champions,2025-12-31
CUS0044112,2024-10-14,2,1281000,640500,2024-06-25,6,1,Serum,442,111,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0044113,2022-08-16,2,1100000,550000,2022-07-12,5,2,Cleanser,1232,35,1,3,3,133,7,At Risk,2025-12-31
CUS0044114,2025-07-11,4,1333000,333250,2024-09-06,6,2,Serum,172,308,4,4,4,444,12,Champions,2025-12-31
CUS0044115,2023-03-25,2,455000,227500,2022-11-09,2,2,Serum,1011,136,2,3,2,232,7,At Risk,2025-12-31
CUS0044116,2025-09-28,24,13319000,554958,2022-10-05,45,5,Serum,93,1089,5,5,5,555,15,Champions,2025-12-31
CUS0044117,2025-12-12,1,245000,245000,2025-12-12,1,1,Serum,19,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0044118,2024-01-29,2,523000,261500,2023-11-18,2,1,Cleanser,701,72,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0044119,2022-08-09,2,1855000,927500,2022-04-14,4,2,Serum,1239,117,1,3,4,134,8,At Risk,2025-12-31
CUS0044120,2025-12-05,9,3801000,422333,2024-03-11,15,4,Serum,25,634,5,5,5,555,15,Champions,2025-12-31
CUS0044121,2025-12-08,24,12827000,534458,2024-12-26,34,5,Serum,22,347,5,5,5,555,15,Champions,2025-12-31
CUS0044122,2022-07-13,2,745000,372500,2022-06-12,5,2,Sunscreen,1266,31,1,3,3,133,7,At Risk,2025-12-31
CUS0044123,2025-11-03,13,4106000,315846,2023-09-21,21,3,Serum,57,774,5,5,5,555,15,Champions,2025-12-31
CUS0044125,2023-03-19,4,1006000,251500,2022-10-23,5,4,Moisturizer,1017,147,2,4,3,243,9,At Risk,2025-12-31
CUS0044126,2022-10-04,2,364000,182000,2022-04-14,4,2,Toner,1183,173,1,3,2,132,6,At Risk,2025-12-31
CUS0044127,2024-09-05,2,1060000,530000,2024-04-14,4,2,Moisturizer,481,144,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044128,2025-12-15,1,1022000,1022000,2025-12-15,4,1,Toner,16,0,5,1,3,513,9,Recent Customers,2025-12-31
CUS0044129,2025-02-17,15,5179000,345267,2022-07-22,22,5,Sunscreen,316,941,4,5,5,455,14,Champions,2025-12-31
CUS0044130,2023-04-02,4,709000,177250,2022-06-26,4,2,Serum,1003,280,2,4,3,243,9,At Risk,2025-12-31
CUS0044131,2025-05-10,10,1738000,173800,2023-11-22,14,5,Serum,234,535,4,5,4,454,13,Champions,2025-12-31
CUS0044132,2024-01-20,3,1130000,376667,2023-09-20,4,3,Cleanser,710,122,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044133,2024-09-17,1,301000,301000,2024-09-17,1,1,Toner,470,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0044134,2023-02-07,2,620000,310000,2022-12-17,3,2,Sunscreen,1057,52,1,3,2,132,6,At Risk,2025-12-31
CUS0044135,2025-04-27,25,5120000,204800,2022-08-26,33,5,Sunscreen,247,975,4,5,5,455,14,Champions,2025-12-31
CUS0044136,2024-12-05,1,1050000,1050000,2024-12-05,2,1,Serum,391,0,4,1,3,413,8,Recent Customers,2025-12-31
CUS0044137,2023-10-17,1,276000,276000,2023-10-17,1,1,Serum,806,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044138,2025-12-23,22,5759000,261773,2022-10-18,43,5,Cleanser,7,1162,5,5,5,555,15,Champions,2025-12-31
CUS0044139,2023-12-23,1,126000,126000,2023-12-23,2,1,Toner,739,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044140,2022-12-16,3,531000,177000,2022-09-27,4,2,Serum,1110,80,1,3,2,132,6,At Risk,2025-12-31
CUS0044141,2025-10-03,9,2374000,263778,2023-03-16,15,4,Sunscreen,88,932,5,5,4,554,14,Champions,2025-12-31
CUS0044142,2025-02-12,2,3744000,1872000,2024-12-02,4,1,Serum,321,72,4,3,5,435,12,Loyal Customers,2025-12-31
CUS0044143,2022-11-11,4,964000,241000,2022-04-18,5,3,Sunscreen,1145,207,1,4,3,143,8,At Risk,2025-12-31
CUS0044144,2025-10-31,26,8426000,324077,2024-09-17,38,5,Moisturizer,60,409,5,5,5,555,15,Champions,2025-12-31
CUS0044145,2025-12-23,5,761000,152200,2025-09-09,5,3,Sunscreen,7,105,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0044146,2024-11-20,20,5890000,294500,2022-12-16,35,5,Serum,405,705,4,5,5,455,14,Champions,2025-12-31
CUS0044147,2022-07-04,1,79000,79000,2022-07-04,1,1,Sunscreen,1276,0,1,1,1,111,3,Lost,2025-12-31
CUS0044149,2025-07-21,4,537000,134250,2025-06-27,5,2,Toner,162,24,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0044150,2023-07-24,10,2905000,290500,2022-05-07,15,5,Serum,890,443,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0044151,2025-12-27,6,2032000,338667,2024-12-07,13,3,Toner,3,385,5,4,4,544,13,Champions,2025-12-31
CUS0044152,2025-04-03,2,418000,209000,2025-02-24,2,2,Moisturizer,271,38,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0044153,2024-12-17,1,138000,138000,2024-12-17,1,1,Serum,379,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0044154,2024-11-19,4,3811000,952750,2024-01-04,8,2,Sunscreen,406,320,4,4,5,445,13,Champions,2025-12-31
CUS0044155,2023-04-11,1,137000,137000,2023-04-11,1,1,Cleanser,995,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044156,2025-08-08,2,791000,395500,2025-07-08,4,2,Cleanser,144,31,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0044157,2024-01-16,2,173000,86500,2023-07-23,2,2,Moisturizer,714,177,3,3,1,331,7,Potential Loyalists,2025-12-31
CUS0044158,2025-09-30,5,1451000,290200,2025-03-14,8,3,Serum,91,200,5,4,4,544,13,Champions,2025-12-31
CUS0044159,2025-06-01,2,193000,96500,2025-03-10,3,2,Serum,212,83,4,3,1,431,8,Potential Loyalists,2025-12-31
CUS0044160,2023-11-09,5,1463000,292600,2023-04-27,9,4,Cleanser,782,196,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0044161,2023-09-12,4,558000,139500,2023-04-20,4,3,Cleanser,840,145,2,4,2,242,8,At Risk,2025-12-31
CUS0044162,2025-11-13,4,430000,107500,2025-05-04,4,3,Toner,47,193,5,4,2,542,11,Potential Loyalists,2025-12-31
CUS0044163,2024-06-25,2,1393000,696500,2024-06-25,4,2,Serum,553,0,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0044164,2022-11-05,1,124000,124000,2022-11-05,2,1,Cleanser,1152,0,1,1,1,111,3,Lost,2025-12-31
CUS0044165,2025-10-04,10,2187000,218700,2023-02-05,16,5,Sunscreen,87,972,5,5,4,554,14,Champions,2025-12-31
CUS0044166,2025-12-15,24,8017000,334042,2023-11-12,41,5,Serum,15,764,5,5,5,555,15,Champions,2025-12-31
CUS0044167,2023-01-16,1,81000,81000,2023-01-16,1,1,Sunscreen,1080,0,1,1,1,111,3,Lost,2025-12-31
CUS0044168,2025-12-02,4,873000,218250,2025-11-12,9,2,Serum,28,20,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0044169,2024-10-12,9,1551000,172333,2023-11-14,11,5,Serum,444,333,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0044170,2025-06-19,3,711000,237000,2025-04-12,4,2,Toner,194,68,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0044171,2023-06-15,3,986000,328667,2023-02-17,6,3,Serum,929,118,2,3,3,233,8,At Risk,2025-12-31
CUS0044172,2023-05-25,2,208000,104000,2022-12-05,2,2,Toner,950,171,2,3,1,231,6,At Risk,2025-12-31
CUS0044173,2024-06-25,8,2502000,312750,2022-10-04,12,4,Toner,553,630,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0044174,2023-03-18,3,305000,101667,2023-01-15,6,1,Sunscreen,1018,62,2,3,1,231,6,At Risk,2025-12-31
CUS0044175,2024-02-09,10,4317000,431700,2022-02-24,20,4,Serum,690,715,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0044176,2024-04-11,2,400000,200000,2024-04-10,2,1,Cleanser,628,1,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0044177,2025-12-11,25,10326000,413040,2022-04-17,43,5,Moisturizer,19,1334,5,5,5,555,15,Champions,2025-12-31
CUS0044178,2025-01-03,4,475000,118750,2024-04-08,7,3,Serum,361,270,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0044179,2022-04-20,3,509000,169667,2022-01-23,3,1,Moisturizer,1350,87,1,3,2,132,6,At Risk,2025-12-31
CUS0044180,2023-12-10,1,450000,450000,2023-12-10,2,1,Sunscreen,752,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0044181,2025-06-20,10,5104000,510400,2023-06-01,14,5,Serum,193,750,4,5,5,455,14,Champions,2025-12-31
CUS0044182,2025-12-08,2,528000,264000,2025-12-05,6,2,Serum,22,3,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0044183,2022-06-10,1,487000,487000,2022-06-10,2,1,Serum,1300,0,1,1,2,112,4,Lost,2025-12-31
CUS0044184,2025-12-07,13,5433000,417923,2023-06-25,23,4,Serum,23,896,5,5,5,555,15,Champions,2025-12-31
CUS0044185,2023-05-01,4,863000,215750,2022-10-09,8,2,Toner,974,204,2,4,3,243,9,At Risk,2025-12-31
CUS0044186,2023-06-28,4,1429000,357250,2022-10-13,6,3,Sunscreen,916,258,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0044187,2023-08-22,3,1312000,437333,2023-05-10,3,3,Cleanser,861,104,2,3,4,234,9,At Risk,2025-12-31
CUS0044188,2024-09-22,4,651000,162750,2024-04-25,6,3,Sunscreen,464,150,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0044189,2022-04-20,1,376000,376000,2022-04-20,1,1,Serum,1351,0,1,1,2,112,4,Lost,2025-12-31
CUS0044190,2023-12-11,2,2052000,1026000,2023-10-23,6,2,Serum,750,49,2,3,4,234,9,At Risk,2025-12-31
CUS0044191,2024-06-20,4,848000,212000,2024-02-05,7,4,Sunscreen,558,136,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0044192,2023-10-26,1,73000,73000,2023-10-26,1,1,Cleanser,797,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044193,2023-09-30,3,477000,159000,2023-09-03,3,3,Serum,822,27,2,3,2,232,7,At Risk,2025-12-31
CUS0044194,2025-12-26,13,4483000,344846,2025-04-06,19,5,Serum,4,264,5,5,5,555,15,Champions,2025-12-31
CUS0044195,2023-06-25,1,423000,423000,2023-06-25,3,1,Serum,920,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0044196,2024-12-19,6,2284000,380667,2023-12-25,10,4,Sunscreen,376,360,4,4,4,444,12,Champions,2025-12-31
CUS0044197,2025-12-11,1,422000,422000,2025-12-11,2,1,Toner,20,0,5,1,2,512,8,Recent Customers,2025-12-31
CUS0044198,2022-12-10,1,470000,470000,2022-12-10,1,1,Serum,1117,0,1,1,2,112,4,Lost,2025-12-31
CUS0044199,2025-12-29,5,1896000,379200,2025-12-27,13,3,Serum,1,2,5,4,4,544,13,Champions,2025-12-31
CUS0044200,2023-02-20,1,167000,167000,2023-02-20,1,1,Sunscreen,1045,0,1,1,1,111,3,Lost,2025-12-31
CUS0044201,2024-02-29,4,1410000,352500,2023-06-23,10,2,Sunscreen,670,251,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0044202,2025-06-09,25,7350000,294000,2022-08-28,39,4,Sunscreen,204,1016,4,5,5,455,14,Champions,2025-12-31
CUS0044203,2024-09-24,2,689000,344500,2024-09-15,4,2,Sunscreen,462,9,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044204,2025-12-27,13,5075000,390385,2025-11-16,22,5,Serum,3,41,5,5,5,555,15,Champions,2025-12-31
CUS0044205,2023-09-01,1,288000,288000,2023-09-01,3,1,Cleanser,852,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044206,2025-11-15,12,3101000,258417,2023-05-01,19,4,Cleanser,45,929,5,5,5,555,15,Champions,2025-12-31
CUS0044207,2024-03-28,1,231000,231000,2024-03-28,1,1,Cleanser,643,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0044208,2023-06-09,1,132000,132000,2023-06-09,1,1,Sunscreen,936,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044209,2025-11-04,10,3082000,308200,2024-08-03,18,4,Serum,56,458,5,5,5,555,15,Champions,2025-12-31
CUS0044210,2024-09-17,1,101000,101000,2024-09-17,1,1,Sunscreen,470,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0044211,2023-03-09,4,1478000,369500,2022-09-05,5,3,Serum,1027,185,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0044212,2024-01-16,4,1454000,363500,2023-10-05,6,3,Serum,714,103,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0044213,2023-09-26,1,331000,331000,2023-09-26,4,1,Cleanser,827,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0044214,2023-09-24,2,452000,226000,2023-07-19,2,1,Serum,828,67,2,3,2,232,7,At Risk,2025-12-31
CUS0044215,2024-11-21,3,574000,191333,2024-03-14,4,3,Moisturizer,404,252,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0044216,2024-04-14,1,420000,420000,2024-04-14,1,1,Moisturizer,626,0,3,1,2,312,6,Need Attention,2025-12-31
CUS0044217,2025-11-10,12,2291000,190917,2024-06-05,19,5,Serum,50,523,5,5,4,554,14,Champions,2025-12-31
CUS0044218,2024-09-29,2,312000,156000,2024-04-22,2,2,Cleanser,457,160,3,3,1,331,7,Potential Loyalists,2025-12-31
CUS0044219,2022-11-06,1,152000,152000,2022-11-06,1,1,Sunscreen,1151,0,1,1,1,111,3,Lost,2025-12-31
CUS0044220,2024-09-14,1,223000,223000,2024-09-14,1,1,Toner,473,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0044221,2022-10-27,4,979000,244750,2022-03-18,4,3,Sunscreen,1160,223,1,4,3,143,8,At Risk,2025-12-31
CUS0044222,2023-12-16,1,259000,259000,2023-12-16,1,1,Sunscreen,746,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0044223,2022-11-11,3,828000,276000,2022-09-22,3,3,Toner,1145,50,1,3,3,133,7,At Risk,2025-12-31
CUS0044224,2025-12-29,25,6878000,275120,2023-03-22,45,5,Sunscreen,1,1013,5,5,5,555,15,Champions,2025-12-31
CUS0044225,2025-11-29,2,847000,423500,2025-09-19,4,2,Serum,31,71,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0044226,2025-01-25,2,369000,184500,2024-12-06,2,2,Toner,339,50,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0044227,2025-12-30,4,1299000,324750,2025-12-23,5,1,Cleanser,0,7,5,4,4,544,13,Champions,2025-12-31
CUS0044228,2022-05-09,1,488000,488000,2022-05-09,2,1,Moisturizer,1332,0,1,1,2,112,4,Lost,2025-12-31
CUS0044229,2022-11-11,2,765000,382500,2022-07-24,4,2,Sunscreen,1145,110,1,3,3,133,7,At Risk,2025-12-31
CUS0044230,2025-11-29,24,6446000,268583,2022-09-05,36,5,Cleanser,31,1181,5,5,5,555,15,Champions,2025-12-31
CUS0044231,2025-08-01,3,1389000,463000,2024-12-28,7,2,Sunscreen,151,216,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0044232,2023-06-17,1,439000,439000,2023-06-17,2,1,Moisturizer,928,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0044233,2025-02-17,1,370000,370000,2025-02-17,1,1,Moisturizer,317,0,4,1,2,412,7,Recent Customers,2025-12-31
CUS0044234,2023-03-05,4,1597000,399250,2022-12-02,7,2,Sunscreen,1031,93,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0044235,2025-10-18,1,182000,182000,2025-10-18,1,1,Toner,74,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0044236,2023-11-14,3,2171000,723667,2023-06-03,6,2,Sunscreen,777,164,2,3,4,234,9,At Risk,2025-12-31
CUS0044237,2025-02-24,11,3452000,313818,2024-10-08,21,4,Sunscreen,309,139,4,5,5,455,14,Champions,2025-12-31
CUS0044238,2024-06-21,2,706000,353000,2024-04-06,2,2,Serum,557,76,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0044239,2022-10-17,1,221000,221000,2022-10-17,2,1,Moisturizer,1171,0,1,1,1,111,3,Lost,2025-12-31
CUS0044241,2025-12-07,9,1058000,117556,2025-10-02,9,4,Serum,23,66,5,5,3,553,13,Loyal Customers,2025-12-31
